Common_Name,Number_Observed,distance_band,Point_Name,duration_hrs,sub_comments,Date_Time,latitude,longitude
Scintillant Hummingbird,4,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
vireo sp.,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Lesser Goldfinch,2,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
diurnal raptor sp.,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Mistletoe Tyrannulet,1,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Lesser Violetear,3,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Lesser Violetear,3,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
passerine sp.,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Turkey Vulture,1,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Slate-throated Redstart,1,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Silver-throated Tanager,4,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Silver-throated Tanager,4,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Tennessee Warbler,5,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Gray-breasted Wood-Wren,2,outside,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Northern Emerald-Toucanet,2,within,PaBLSh04,0.2,"PC,V=2,L=0,N=0",1/15/22,8.781143,-82.400564
Lesser Greenlet,1,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
White-naped Brushfinch,4,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Tennessee Warbler,2,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Band-tailed Pigeon,3,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Yellow-throated Vireo,1,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Blackburnian Warbler,1,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Mistletoe Tyrannulet,1,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Acorn Woodpecker,2,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Acorn Woodpecker,2,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Silver-throated Tanager,4,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Hairy Woodpecker,1,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Violetear,4,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Violetear,4,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Flame-colored Tanager,4,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Flame-colored Tanager,4,within,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Golden-olive Woodpecker,1,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Spot-crowned Woodcreeper,2,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Spotted Wood-Quail,5,outside,PaBLSh08,0.167,"KA,V=1,L=0,N=0",1/15/22,8.779463,-82.40125
Spot-crowned Woodcreeper,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Silver-throated Tanager,6,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Silver-throated Tanager,6,outside,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Snowy-bellied Hummingbird,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Sulphur-winged Parakeet,5,outside,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Elaenia,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
House Wren,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Greenlet,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Dark Pewee,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Tennessee Warbler,1,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Violetear,3,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Orange-billed Nightingale-Thrush,1,outside,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Goldfinch,2,within,PaBLSh08,0.167,"PC,V=2,L=0,N=0",1/15/22,8.779463,-82.40125
Lesser Violetear,4,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Lesser Violetear,4,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Brown-capped Vireo,1,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
White-naped Brushfinch,2,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Slate-throated Redstart,1,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Rosy Thrush-Tanager,3,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Rosy Thrush-Tanager,3,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Flame-colored Tanager,2,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Clay-colored Thrush,3,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Clay-colored Thrush,3,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Little Tinamou,1,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Blackburnian Warbler,1,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
passerine sp.,3,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
White-tipped Dove,1,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Scintillant Hummingbird,1,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Hairy Woodpecker,1,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Rufous-collared Sparrow,1,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Spotted Wood-Quail,5,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Wilson's Warbler,1,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Black-and-white Warbler,1,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Orange-billed Nightingale-Thrush,2,outside,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Orange-billed Nightingale-Thrush,2,within,PaBLSh06,0.183,"KA,V=2,L=0,N=0",1/15/22,8.779637,-82.403206
Lesser Violetear,1,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Rufous-collared Sparrow,3,outside,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Spotted Wood-Quail,5,outside,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Rosy Thrush-Tanager,5,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Rosy Thrush-Tanager,5,outside,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Clay-colored Thrush,1,outside,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Orange-billed Nightingale-Thrush,1,outside,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
White-naped Brushfinch,2,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Wilson's Warbler,1,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Flame-colored Tanager,3,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Flame-colored Tanager,3,outside,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Hairy Woodpecker,1,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
passerine sp.,1,within,PaBLSh06,0.167,"PC,V=3,L=0,N=0",1/15/22,8.779637,-82.403206
Orange-billed Nightingale-Thrush,1,outside,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Yellow-faced Grassquit,2,within,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Chiriqui Quail-Dove,1,outside,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Black Vulture,1,outside,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Lesser Violetear,2,within,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Mistletoe Tyrannulet,3,outside,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Dark Pewee,1,within,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Rufous-collared Sparrow,1,within,PaBHSC06,0.167,"KA,V=2,L=0,N=0",1/14/22,8.809044,-82.447515
Mountain Elaenia,1,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Silver-throated Tanager,2,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Orange-billed Nightingale-Thrush,1,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Lesser Violetear,2,within,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Tennessee Warbler,4,within,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Blue-black Grassquit,2,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Blue-black Grassquit,2,within,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Black Vulture,7,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Isthmian Wren,1,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Mistletoe Tyrannulet,1,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Flame-colored Tanager,1,within,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Yellow-faced Grassquit,3,within,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
Yellow-faced Grassquit,3,outside,PaBHSC06,0.183,"PC,V=1,L=0,N=0",1/14/22,8.809044,-82.447515
White-tipped Dove,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Silver-throated Tanager,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Rufous-breasted Wren,1,within,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Mistletoe Tyrannulet,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
passerine sp.,2,within,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Philadelphia Vireo,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Black Vulture,4,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Isthmian Wren,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Lesser Violetear,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Yellow-faced Grassquit,2,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Yellow-faced Grassquit,2,within,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Boat-billed Flycatcher,2,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Flame-colored Tanager,2,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Flame-colored Tanager,2,within,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Red-crowned Woodpecker,1,outside,PaBHSC07,0.167,"KA,V=2,L=0,N=0",1/14/22,8.807705,-82.449294
Long-tailed Silky-flycatcher,1,outside,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Rufous-collared Sparrow,1,within,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Scintillant Hummingbird,1,within,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Mistletoe Tyrannulet,1,outside,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Rosy Thrush-Tanager,1,outside,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Black Vulture,1,outside,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Flame-colored Tanager,2,outside,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Flame-colored Tanager,2,within,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Lesser Violetear,2,outside,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Yellow-faced Grassquit,1,within,PaBHSC07,0.167,"PC,V=1,L=0,N=0",1/14/22,8.807705,-82.449294
Orange-billed Nightingale-Thrush,2,outside,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Mistletoe Tyrannulet,1,outside,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Lesser Violetear,1,within,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Flame-colored Tanager,1,outside,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Silver-throated Tanager,3,within,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Silver-throated Tanager,3,outside,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Scintillant Hummingbird,4,within,PaBHSh01,0.167,"KA,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Rufous-breasted Wren,1,outside,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Orange-billed Nightingale-Thrush,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Mountain Elaenia,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Red-crowned Woodpecker,1,outside,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Philadelphia Vireo,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Flame-colored Tanager,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Band-tailed Pigeon,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Yellow-faced Grassquit,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Mistletoe Tyrannulet,1,outside,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
White-tipped Dove,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Wilson's Warbler,1,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Silver-throated Tanager,2,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Lesser Violetear,1,outside,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Long-tailed Silky-flycatcher,2,outside,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
passerine sp.,2,within,PaBHSh01,0.167,"PC,V=2,L=0,N=0",1/14/22,8.813169,-82.453794
Scintillant Hummingbird,2,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Orange-billed Nightingale-Thrush,2,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Orange-billed Nightingale-Thrush,2,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Rosy Thrush-Tanager,1,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Blue-black Grassquit,1,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Flame-colored Tanager,2,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Flame-colored Tanager,2,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Sulphur-winged Parakeet,5,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Olivaceous Woodcreeper,1,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
White-tipped Dove,1,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Silver-throated Tanager,1,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Spotted Wood-Quail,5,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Chestnut-capped Brushfinch,2,within,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Lesser Violetear,1,outside,PaBHSC05,0.167,"KA,V=0,L=0,N=0",1/14/22,8.814698,-82.451938
Black Vulture,1,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Scintillant Hummingbird,1,within,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Silver-throated Tanager,3,within,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Silver-throated Tanager,3,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Flame-colored Tanager,1,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
hummingbird sp.,1,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Orange-billed Nightingale-Thrush,1,within,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Mistletoe Tyrannulet,1,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Rosy Thrush-Tanager,2,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Rufous-breasted Wren,2,outside,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Chestnut-capped Brushfinch,2,within,PaBHSC05,0.167,"PC,V=2,L=0,N=0",1/14/22,8.814698,-82.451938
Gray-breasted Wood-Wren,2,outside,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Scaly-breasted Wren,2,outside,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Scaly-breasted Wren,2,within,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Lesser Violetear,3,outside,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Golden-crowned Warbler,2,within,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Spotted Wood-Quail,10,outside,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Slaty Antwren,1,within,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Orange-billed Nightingale-Thrush,2,outside,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Orange-billed Nightingale-Thrush,2,within,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Ruddy Woodcreeper,2,within,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Flame-colored Tanager,1,outside,PaBHF01,0.167,"KA,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Scaly-breasted Wren,1,outside,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Lesser Violetear,3,outside,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Lesser Violetear,3,within,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Gray-breasted Wood-Wren,2,outside,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Black-faced Solitaire,1,within,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Golden-crowned Warbler,2,within,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
hummingbird sp.,1,within,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Flame-colored Tanager,2,outside,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
Red-crowned Ant-Tanager,1,within,PaBHF01,0.167,"PC,V=1,L=0,N=0",1/14/22,8.812669,-82.450675
House Wren,1,outside,PaBLSC03,0.167,"KA,V=2,L=0,N=0",1/13/22,8.80964,-82.431158
Scintillant Hummingbird,1,within,PaBLSC03,0.167,"KA,V=2,L=0,N=0",1/13/22,8.80964,-82.431158
Black Vulture,1,outside,PaBLSC03,0.167,"KA,V=2,L=0,N=0",1/13/22,8.80964,-82.431158
Yellow-headed Caracara,1,outside,PaBLSC03,0.167,"KA,V=2,L=0,N=0",1/13/22,8.80964,-82.431158
passerine sp.,1,within,PaBLSC03,0.167,"KA,V=2,L=0,N=0",1/13/22,8.80964,-82.431158
House Wren,2,outside,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
House Wren,2,within,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
passerine sp.,2,outside,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
Turkey Vulture,1,outside,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
Isthmian Wren,1,outside,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
Yellow-headed Caracara,1,outside,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
Patagioenas sp.,2,outside,PaBLSC03,0.167,"PC,V=1,L=0,N=0",1/13/22,8.80964,-82.431158
passerine sp.,3,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Flame-colored Tanager,1,outside,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Mistletoe Tyrannulet,3,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Mistletoe Tyrannulet,3,outside,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Rufous-collared Sparrow,1,outside,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Wilson's Warbler,1,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Silver-throated Tanager,2,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Orange-billed Nightingale-Thrush,1,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Scintillant Hummingbird,1,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Merlin,1,outside,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Rosy Thrush-Tanager,1,within,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
Yellow-faced Grassquit,1,outside,PaBHSC04,0.167,"KA,V=2,L=0,N=0",1/13/22,8.81788,-82.457374
White-tipped Dove,2,outside,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
White-tipped Dove,2,within,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Flame-colored Tanager,3,outside,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Flame-colored Tanager,3,within,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Long-tailed Silky-flycatcher,2,outside,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Social Flycatcher,1,within,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Wilson's Warbler,1,within,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Rufous-collared Sparrow,2,outside,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Rufous-collared Sparrow,2,within,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Rosy Thrush-Tanager,4,outside,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
Rosy Thrush-Tanager,4,within,PaBHSC04,0.167,"PC,V=1,L=0,N=0",1/13/22,8.81788,-82.457374
